Statistical profiling result from isolate-0x25c2df0-v8.log, (4059 ticks, 199 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    101   34.1%          LazyCompile: *series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
    101  100.0%            LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
    197   40.0%      LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
    197  100.0%        LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
    197  100.0%          LazyCompile: *series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
    197  100.0%            LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
    371   42.8%    v8::internal::Builtin_ArraySplice(int, v8::internal::Object**, v8::internal::Isolate*)
    252   67.9%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/json-stringify-safe/stringify.js:16:18
    252  100.0%        Stub: CEntryStub {1}
    252  100.0%          LazyCompile: ~stringify /home/gofrendi/Projects/chimera-framework/node_modules/json-stringify-safe/stringify.js:4:19
    252  100.0%            LazyCompile: ~normalizeOutputValue /home/gofrendi/Projects/chimera-framework/tools/run.js:7:31
     94   25.3%      LazyCompile: ~removeSocket _http_agent.js:284:53
     94  100.0%        LazyCompile: ~onClose _http_agent.js:262:19
     94  100.0%          LazyCompile: *emit events.js:156:44
     94  100.0%            LazyCompile: ~_handle.close net.js:565:24
     22    5.9%      LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/json-stringify-safe/stringify.js:16:18
     22  100.0%        Stub: CEntryStub {1}
     22  100.0%          LazyCompile: ~stringify /home/gofrendi/Projects/chimera-framework/node_modules/json-stringify-safe/stringify.js:4:19
     22  100.0%            LazyCompile: ~normalizeOutputValue /home/gofrendi/Projects/chimera-framework/tools/run.js:7:31

    199    4.9%  UNKNOWN

    190    4.7%  v8::internal::IncrementalMarking::Step(unsigned long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceCompletionAction, v8::internal::StepOrigin)

    159    3.9%  v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*)

     82    2.0%  void v8::internal::BodyDescriptorBase::IteratePointers<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, int, int, v8::internal::IncrementalMarkingMarkingVisitor*)

     67    1.7%  Builtin: InterpreterEntryTrampoline
      3    4.5%    LazyCompile: ~runRootChain /home/gofrendi/Projects/chimera-framework/lib/core.js:479:25
      2   66.7%      LazyCompile: ~executeChain /home/gofrendi/Projects/chimera-framework/lib/core.js:30:23
      2  100.0%        LazyCompile: ~action /home/gofrendi/Projects/chimera-framework/lib/core.js:572:20
      2  100.0%          LazyCompile: ~arrayEachIndex /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:2529:26
      2  100.0%            LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:2882:20
      1   33.3%      LazyCompile: *executeChain /home/gofrendi/Projects/chimera-framework/lib/core.js:30:23
      1  100.0%        LazyCompile: ~action /home/gofrendi/Projects/chimera-framework/lib/core.js:572:20
      1  100.0%          LazyCompile: ~arrayEachIndex /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:2529:26
      1  100.0%            LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:2882:20
      3    4.5%    LazyCompile: ~responseKeepAlive _http_client.js:563:27
      3  100.0%      LazyCompile: ~responseOnEnd _http_client.js:593:23
      3  100.0%        LazyCompile: ~emitNone events.js:104:18
      3  100.0%          LazyCompile: *emit events.js:156:44
      3  100.0%            LazyCompile: ~endReadableNT _stream_readable.js:1059:23
      3    4.5%    LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      2   66.7%      LazyCompile: ~series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1   50.0%        LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1   50.0%        LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1   33.3%      LazyCompile: *series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%        LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      3    4.5%    LazyCompile: ~_tickCallback internal/process/next_tick.js:151:25
      2    3.0%    LazyCompile: ~splitCommandStringByLongArrow /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:202:42
      2  100.0%      LazyCompile: ~splitCommandString /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:258:31
      2  100.0%        LazyCompile: ~getChainWithTrueCommand /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:428:36
      2  100.0%          LazyCompile: ~getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      2  100.0%            LazyCompile: ~getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      2    3.0%    LazyCompile: ~onlookup dns.js:90:18
      2    3.0%    LazyCompile: ~onceWrapper events.js:307:21
      1   50.0%      LazyCompile: ~emitOne events.js:114:17
      1  100.0%        LazyCompile: ~emit events.js:156:44
      1  100.0%          LazyCompile: ~tickOnSocket _http_client.js:617:22
      1  100.0%            LazyCompile: ~onSocketNT _http_client.js:664:20
      1   50.0%      LazyCompile: ~emitNone events.js:104:18
      1  100.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: ~afterConnect net.js:1162:22
      2    3.0%    LazyCompile: ~chunkInvalid _stream_readable.js:279:22
      2  100.0%      LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      2  100.0%        LazyCompile: ~Readable.push _stream_readable.js:191:35
      2  100.0%          LazyCompile: ~parserOnBody _http_common.js:126:22
      2  100.0%            /usr/bin/node
      2    3.0%    LazyCompile: ~Request /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:94:18
      2  100.0%      LazyCompile: ~request /home/gofrendi/Projects/chimera-framework/node_modules/request/index.js:42:18
      2  100.0%        LazyCompile: ~httpRequest /home/gofrendi/Projects/chimera-framework/lib/core-dollar.js:24:22
      2  100.0%          LazyCompile: ~args /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:344:12
      2  100.0%            LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      2    3.0%    LazyCompile: ~ClientRequest _http_client.js:79:23
      2  100.0%      LazyCompile: ~request http.js:37:17
      2  100.0%        LazyCompile: ~Request.start /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:705:36
      2  100.0%          LazyCompile: ~Request.end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1504:34
      2  100.0%            LazyCompile: ~end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:525:24
      2    3.0%    LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1122:27
      2  100.0%      LazyCompile: *emit events.js:156:44
      2  100.0%        LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1084:42
      2  100.0%          LazyCompile: *onceWrapper events.js:307:21
      2  100.0%            LazyCompile: ~emitNone events.js:104:18
      2    3.0%    LazyCompile: *evaluateStatement /home/gofrendi/Projects/chimera-framework/lib/core.js:182:30
      1   50.0%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%        LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%          LazyCompile: ~series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%            LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1   50.0%      LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%        LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%          LazyCompile: *series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%            LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      2    3.0%    LazyCompile: *emit events.js:156:44
      1   50.0%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1074:41
      1  100.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: *Readable.read _stream_readable.js:365:35
      1  100.0%            LazyCompile: ~flow _stream_readable.js:843:14
      1   50.0%      LazyCompile: *Readable.read _stream_readable.js:365:35
      1  100.0%        LazyCompile: ~flow _stream_readable.js:843:14
      1  100.0%          LazyCompile: ~resume_ _stream_readable.js:819:17
      1  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      2    3.0%    /usr/bin/node
      2  100.0%      LazyCompile: ~socketOnData _http_client.js:433:22
      1   50.0%        LazyCompile: ~emitOne events.js:114:17
      1  100.0%          LazyCompile: ~emit events.js:156:44
      1  100.0%            LazyCompile: ~addChunk _stream_readable.js:261:18
      1   50.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: ~addChunk _stream_readable.js:261:18
      1  100.0%            LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1    1.5%    LazyCompile: ~splitCommandString /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:258:31
      1  100.0%      LazyCompile: ~getChainWithTrueCommand /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:428:36
      1  100.0%        LazyCompile: ~getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%          LazyCompile: ~getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%            LazyCompile: ~getTrueRootChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:60:27
      1    1.5%    LazyCompile: ~socketOnData _http_client.js:433:22
      1  100.0%      LazyCompile: *emit events.js:156:44
      1  100.0%        LazyCompile: ~addChunk _stream_readable.js:261:18
      1  100.0%          LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1  100.0%            LazyCompile: ~Readable.push _stream_readable.js:191:35
      1    1.5%    LazyCompile: ~request /home/gofrendi/Projects/chimera-framework/node_modules/request/index.js:42:18
      1  100.0%      LazyCompile: ~httpRequest /home/gofrendi/Projects/chimera-framework/lib/core-dollar.js:24:22
      1  100.0%        LazyCompile: ~args /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:344:12
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1    1.5%    LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1  100.0%      LazyCompile: ~Readable.push _stream_readable.js:191:35
      1  100.0%        LazyCompile: ~parserOnBody _http_common.js:126:22
      1  100.0%          /usr/bin/node
      1  100.0%            LazyCompile: ~socketOnData _http_client.js:433:22
      1    1.5%    LazyCompile: ~installListeners _http_agent.js:255:26
      1  100.0%      LazyCompile: ~oncreate _http_agent.js:212:20
      1  100.0%        LazyCompile: ~createSocket _http_agent.js:196:53
      1  100.0%          LazyCompile: ~addRequest _http_agent.js:138:49
      1  100.0%            LazyCompile: ~ClientRequest _http_client.js:79:23
      1    1.5%    LazyCompile: ~httpRequest /home/gofrendi/Projects/chimera-framework/lib/core-dollar.js:24:22
      1  100.0%      LazyCompile: ~args /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:344:12
      1  100.0%        LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%          LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%            LazyCompile: ~series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1    1.5%    LazyCompile: ~getCompiledCommand /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:401:31
      1  100.0%      LazyCompile: ~getChainWithTrueCommand /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:428:36
      1  100.0%        LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%          LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%            LazyCompile: ~getTrueRootChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:60:27
      1    1.5%    LazyCompile: ~getChainWithTrueCommand /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:428:36
      1  100.0%      LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%        LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%          LazyCompile: ~getTrueRootChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:60:27
      1  100.0%            LazyCompile: ~runRootChain /home/gofrendi/Projects/chimera-framework/lib/core.js:479:25
      1    1.5%    LazyCompile: ~evaluateStatement /home/gofrendi/Projects/chimera-framework/lib/core.js:182:30
      1  100.0%      LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%        LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1  100.0%          LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    1.5%    LazyCompile: ~emitLookup net.js:1103:46
      1  100.0%      LazyCompile: ~onlookup dns.js:90:18
      1    1.5%    LazyCompile: ~emit events.js:156:44
      1  100.0%      LazyCompile: ~tickOnSocket _http_client.js:617:22
      1  100.0%        LazyCompile: ~onSocketNT _http_client.js:664:20
      1  100.0%          LazyCompile: ~_combinedTickCallback internal/process/next_tick.js:129:33
      1  100.0%            LazyCompile: ~_tickCallback internal/process/next_tick.js:151:25
      1    1.5%    LazyCompile: ~args /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:313:12
      1  100.0%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%        LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%          LazyCompile: ~series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%            LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1    1.5%    LazyCompile: ~addListener events.js:296:58
      1  100.0%      LazyCompile: ~Request.init /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:142:35
      1  100.0%        LazyCompile: ~Request /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:94:18
      1  100.0%          LazyCompile: ~request /home/gofrendi/Projects/chimera-framework/node_modules/request/index.js:42:18
      1  100.0%            LazyCompile: ~httpRequest /home/gofrendi/Projects/chimera-framework/lib/core-dollar.js:24:22
      1    1.5%    LazyCompile: ~_implicitHeader _http_client.js:290:67
      1  100.0%      LazyCompile: ~end _http_outgoing.js:723:45
      1  100.0%        LazyCompile: ~Request.end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1504:34
      1  100.0%          LazyCompile: ~end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:525:24
      1  100.0%            LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:520:18
      1    1.5%    LazyCompile: ~_addHeaderLines _http_incoming.js:119:25
      1  100.0%      LazyCompile: ~parserOnHeadersComplete _http_common.js:61:33
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~socketOnData _http_client.js:433:22
      1  100.0%            LazyCompile: *emit events.js:156:44
      1    1.5%    LazyCompile: ~Socket net.js:185:16
      1  100.0%      LazyCompile: ~connect net.js:103:17
      1  100.0%        LazyCompile: ~createSocket _http_agent.js:196:53
      1  100.0%          LazyCompile: ~addRequest _http_agent.js:138:49
      1  100.0%            LazyCompile: ~ClientRequest _http_client.js:79:23
      1    1.5%    LazyCompile: ~Readable.push _stream_readable.js:191:35
      1  100.0%      LazyCompile: ~parserOnBody _http_common.js:126:22
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~socketOnData _http_client.js:433:22
      1  100.0%            LazyCompile: *emit events.js:156:44
      1    1.5%    LazyCompile: ~Module.require module.js:593:36
      1  100.0%      LazyCompile: ~cachePathsRequire /home/gofrendi/Projects/chimera-framework/node_modules/cache-require-paths/index.js:20:54
      1  100.0%        LazyCompile: ~require internal/module.js:8:19
      1  100.0%          Script: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/sshpk/lib/private-key.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:609:37
      1    1.5%    LazyCompile: ~Module._resolveFilename module.js:514:35
      1  100.0%      LazyCompile: ~Module._load module.js:448:24
      1  100.0%        LazyCompile: ~Module.require module.js:593:36
      1  100.0%          LazyCompile: ~cachePathsRequire /home/gofrendi/Projects/chimera-framework/node_modules/cache-require-paths/index.js:20:54
      1  100.0%            LazyCompile: ~require internal/module.js:8:19
      1    1.5%    LazyCompile: ~InnerArrayJoin native array.js:274:24
      1  100.0%      LazyCompile: ~join native array.js:287:46
      1  100.0%        LazyCompile: ~setupConfig internal/process.js:113:21
      1  100.0%          LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%            Script: ~<anonymous> bootstrap_node.js:10:10
      1    1.5%    LazyCompile: ~EventEmitter events.js:27:22
      1  100.0%      LazyCompile: ~Stream internal/streams/legacy.js:6:16
      1  100.0%        LazyCompile: ~OutgoingMessage _http_outgoing.js:68:25
      1  100.0%          LazyCompile: ~ClientRequest _http_client.js:79:23
      1  100.0%            LazyCompile: ~request http.js:37:17
      1    1.5%    LazyCompile: ~Buffer.concat buffer.js:425:25
      1  100.0%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1122:27
      1  100.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1084:42
      1  100.0%            LazyCompile: *onceWrapper events.js:307:21
      1    1.5%    LazyCompile: ~<anonymous> net.js:1102:61
      1  100.0%      LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:275:36
      1  100.0%        LazyCompile: ~lookupAndConnect net.js:1043:26
      1  100.0%          LazyCompile: ~Socket.connect net.js:982:36
      1  100.0%            LazyCompile: ~connect net.js:103:17
      1    1.5%    LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:778:34
      1  100.0%      LazyCompile: ~emitOne events.js:114:17
      1  100.0%        LazyCompile: ~emit events.js:156:44
      1  100.0%          LazyCompile: ~tickOnSocket _http_client.js:617:22
      1  100.0%            LazyCompile: ~onSocketNT _http_client.js:664:20
      1    1.5%    LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1  100.0%      LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%        LazyCompile: ~series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%          LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1    1.5%    LazyCompile: *removeListener events.js:355:28
      1  100.0%      LazyCompile: ~socketOnData _http_client.js:433:22
      1  100.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: ~addChunk _stream_readable.js:261:18
      1  100.0%            LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1    1.5%    LazyCompile: *parse url.js:101:37
      1  100.0%      LazyCompile: ~urlParse url.js:93:18
      1  100.0%        LazyCompile: ~Request.init /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:142:35
      1  100.0%          LazyCompile: ~Request /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:94:18
      1  100.0%            LazyCompile: ~request /home/gofrendi/Projects/chimera-framework/node_modules/request/index.js:42:18
      1    1.5%    LazyCompile: *getTidyChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:493:25
      1  100.0%      LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%        LazyCompile: *getTrueChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:531:25
      1  100.0%          LazyCompile: ~getTrueRootChain /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:60:27
      1  100.0%            LazyCompile: ~runRootChain /home/gofrendi/Projects/chimera-framework/lib/core.js:479:25
      1    1.5%    LazyCompile: *done /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6903:18
      1  100.0%      LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:335:12
      1  100.0%        LazyCompile: ~args /home/gofrendi/Projects/chimera-framework/lib/core-preprocessor.js:313:12
      1  100.0%          LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%            LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1    1.5%    LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    1.5%    LazyCompile: *ClientRequest _http_client.js:79:23
      1  100.0%      LazyCompile: ~request http.js:37:17
      1  100.0%        LazyCompile: ~Request.start /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:705:36
      1  100.0%          LazyCompile: ~Request.end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1504:34
      1  100.0%            LazyCompile: ~end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:525:24
      1    1.5%    LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:355:12
      1  100.0%      LazyCompile: ~arrayIterator /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6893:27
      1  100.0%        LazyCompile: *series /home/gofrendi/Projects/chimera-framework/node_modules/neo-async/async.js:6870:18
      1  100.0%          LazyCompile: *<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:404:12
      1  100.0%            LazyCompile: ~<anonymous> /home/gofrendi/Projects/chimera-framework/lib/core.js:254:14
      1    1.5%    Builtin: ArrayForEach
      1  100.0%      LazyCompile: ~copy /home/gofrendi/Projects/chimera-framework/node_modules/request/lib/helpers.js:42:15
      1  100.0%        LazyCompile: ~Request.start /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:705:36
      1  100.0%          LazyCompile: ~Request.end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:1504:34
      1  100.0%            LazyCompile: ~end /home/gofrendi/Projects/chimera-framework/node_modules/request/request.js:525:24

